fn,bbox
007398.jpg,0 0 264 498
007410.jpg,48 326 332 498
007411.jpg,46 58 412 465
007413.jpg,0 0 220 379
007417.jpg,66 39 207 305
007419.jpg,65 171 338 478
007421.jpg,213 148 314 216
007425.jpg,170 0 332 373
007431.jpg,324 290 367 366
007437.jpg,104 97 248 294
007446.jpg,8 52 379 202
007454.jpg,42 17 360 392
007458.jpg,156 131 374 480
007466.jpg,91 0 319 69
007467.jpg,123 1 207 283
007468.jpg,0 2 358 492
007474.jpg,44 42 371 326
007477.jpg,29 258 153 420
007479.jpg,23 4 260 499
007481.jpg,52 60 316 361
007483.jpg,34 1 375 499
007490.jpg,213 229 284 383
007491.jpg,152 232 336 499
007493.jpg,3 34 374 372
007497.jpg,177 161 269 353
007503.jpg,36 14 365 499
007513.jpg,10 0 332 460
007519.jpg,160 98 184 191
007521.jpg,78 19 201 108
007524.jpg,46 51 471 332
007526.jpg,159 85 411 299
007530.jpg,312 0 499 135
007535.jpg,58 25 488 233
007536.jpg,120 244 311 499
007538.jpg,131 133 336 273
007540.jpg,88 42 371 376
007544.jpg,200 1 310 224
007558.jpg,36 309 333 474
007565.jpg,123 58 354 361
007566.jpg,29 1 333 495
007570.jpg,58 282 288 388
007572.jpg,45 264 332 490
007575.jpg,0 14 234 472
007578.jpg,0 0 328 115
007586.jpg,144 0 247 240
007590.jpg,13 0 499 374
007594.jpg,190 110 374 481
007600.jpg,52 223 304 442
007601.jpg,67 18 298 481
007606.jpg,40 118 374 414
007611.jpg,109 0 374 319
007619.jpg,142 383 290 439
007621.jpg,101 300 201 410
007629.jpg,53 307 373 417
007631.jpg,63 95 339 326
007633.jpg,116 0 268 235
007637.jpg,144 92 304 344
007653.jpg,164 16 281 471
007654.jpg,77 258 246 399
007655.jpg,17 3 353 499
007663.jpg,93 48 295 460
007667.jpg,332 457 352 493
007683.jpg,43 231 374 343
007685.jpg,77 111 170 241
007692.jpg,101 228 229 385
007696.jpg,115 0 222 348
007697.jpg,205 69 435 241
007699.jpg,49 1 374 499
007704.jpg,169 77 344 304
007713.jpg,46 122 321 372
007718.jpg,123 94 256 495
007721.jpg,102 213 298 428
007729.jpg,26 90 307 443
007731.jpg,188 25 473 339
007735.jpg,265 3 332 365
007736.jpg,148 56 205 133
007740.jpg,143 238 352 317
007748.jpg,163 75 372 331
007749.jpg,22 127 374 499
007751.jpg,117 308 368 478
007753.jpg,0 1 373 499
007762.jpg,89 216 251 361
007767.jpg,88 82 288 499
007775.jpg,88 44 283 247
007777.jpg,195 1 373 369
007781.jpg,41 0 374 418
007790.jpg,128 22 361 124
007791.jpg,60 29 325 439
007795.jpg,107 6 373 152
007803.jpg,180 163 279 297
007809.jpg,24 86 372 499
007810.jpg,0 79 126 336
007814.jpg,129 251 374 356
007819.jpg,61 11 127 499
007820.jpg,18 4 256 499
007821.jpg,57 22 311 312
007831.jpg,226 48 411 179
007836.jpg,185 1 337 226
007838.jpg,102 229 263 317
007840.jpg,32 10 485 267
007847.jpg,109 169 293 464
007853.jpg,176 85 451 349
007854.jpg,322 17 484 292
007859.jpg,3 0 336 468
007863.jpg,139 200 295 439
007864.jpg,63 21 147 147
007872.jpg,142 2 332 499
007876.jpg,180 225 307 315
007877.jpg,3 2 372 281
007878.jpg,66 65 372 293
007883.jpg,192 441 209 476
007884.jpg,11 27 405 478
007885.jpg,28 15 484 343
007898.jpg,0 0 365 399
007900.jpg,115 186 285 324
007901.jpg,14 47 499 296
007905.jpg,86 14 329 495
007908.jpg,1 190 332 499
007910.jpg,17 315 374 464
007911.jpg,37 20 487 460
007914.jpg,113 61 413 351
007915.jpg,38 116 280 365
007923.jpg,146 134 234 352
007925.jpg,29 57 318 439
007926.jpg,275 0 336 345
007932.jpg,176 78 267 265
007939.jpg,255 100 472 332
007940.jpg,15 89 374 382
007953.jpg,214 263 297 318
007959.jpg,267 45 499 273
007963.jpg,199 0 333 469
007964.jpg,117 51 244 406
007968.jpg,0 131 286 340
007974.jpg,1 0 374 312
007976.jpg,128 203 150 227
007980.jpg,42 186 219 297
007991.jpg,98 2 374 499
007996.jpg,60 396 269 499
008001.jpg,95 51 281 457
008004.jpg,191 194 309 324
008005.jpg,63 0 374 301
008008.jpg,34 193 225 333
008012.jpg,8 4 387 441
008017.jpg,81 15 310 380
008019.jpg,121 14 317 364
008026.jpg,49 133 291 499
008037.jpg,49 146 233 460
008040.jpg,171 317 337 474
008042.jpg,137 74 363 499
008043.jpg,8 13 287 283
008044.jpg,203 239 246 391
008049.jpg,14 158 254 391
008051.jpg,109 130 374 357
008053.jpg,7 85 438 223
008062.jpg,68 1 374 382
008063.jpg,104 52 300 156
008064.jpg,198 113 332 296
008067.jpg,162 131 329 348
008072.jpg,96 2 324 147
008075.jpg,63 0 374 297
008076.jpg,257 304 372 499
008079.jpg,126 194 307 273
008082.jpg,2 325 332 499
008083.jpg,65 151 299 361
008084.jpg,211 110 364 232
008093.jpg,283 0 374 83
008095.jpg,85 4 201 389
008096.jpg,162 129 240 248
008098.jpg,112 97 212 229
008106.jpg,188 167 354 265
008108.jpg,222 239 323 355
008116.jpg,169 195 355 363
008117.jpg,212 217 374 396
008121.jpg,17 76 254 242
008127.jpg,223 192 333 499
008130.jpg,28 299 214 398
008137.jpg,42 294 175 354
008139.jpg,10 164 410 499
008142.jpg,118 148 285 324
008150.jpg,177 330 196 357
008163.jpg,181 39 264 380
008164.jpg,95 5 374 232
008166.jpg,177 150 235 348
008169.jpg,162 275 342 435
008174.jpg,0 40 319 499
008186.jpg,3 1 441 483
008188.jpg,53 43 283 462
008197.jpg,186 450 226 496
008199.jpg,84 363 374 498
008202.jpg,110 190 371 457
008203.jpg,187 37 359 303
008204.jpg,144 142 335 265
008211.jpg,181 77 499 281
008213.jpg,125 291 166 330
008216.jpg,406 226 499 373
008218.jpg,89 193 374 494
008223.jpg,11 128 373 499
008226.jpg,0 81 164 213
008232.jpg,158 166 244 417
008235.jpg,126 47 283 336
008248.jpg,56 326 374 476
008250.jpg,187 118 307 260
008252.jpg,129 62 252 486
008253.jpg,131 88 324 426
008254.jpg,50 0 313 417
008260.jpg,70 93 254 456
008261.jpg,2 55 264 237
008262.jpg,76 28 321 470
008263.jpg,92 14 336 365
008269.jpg,29 20 334 499
008272.jpg,2 0 374 260
008280.jpg,89 1 280 499
008282.jpg,208 252 374 499
008296.jpg,102 51 323 499
008301.jpg,190 152 499 374
008302.jpg,0 0 374 247
008310.jpg,1 1 326 499
008311.jpg,46 18 312 383
008312.jpg,142 35 439 265
008313.jpg,235 0 373 164
008315.jpg,159 164 311 455
008316.jpg,0 147 331 499
008317.jpg,43 73 374 391
008322.jpg,45 234 309 499
008332.jpg,55 1 374 358
008336.jpg,247 296 329 379
008338.jpg,4 25 139 485
008341.jpg,118 0 332 265
008342.jpg,206 10 399 241
008346.jpg,98 27 486 209
008351.jpg,162 135 269 376
008360.jpg,20 1 279 400
008372.jpg,92 199 181 358
008374.jpg,180 184 374 270
008381.jpg,45 61 499 462
008384.jpg,85 202 277 294
008385.jpg,195 103 453 304
008388.jpg,0 0 336 449
008391.jpg,45 4 306 496
008397.jpg,289 57 374 293
008398.jpg,91 290 374 470
008403.jpg,16 228 384 498
008409.jpg,187 55 336 183
008422.jpg,176 273 329 406
008425.jpg,257 321 340 495
008426.jpg,80 159 328 379
008427.jpg,0 17 332 415
008437.jpg,121 70 361 238
008442.jpg,69 230 220 386
008443.jpg,97 205 309 392
008445.jpg,3 0 332 489
008449.jpg,12 0 265 466
008452.jpg,161 117 309 309
008453.jpg,0 224 361 499
008456.jpg,5 294 239 478
008462.jpg,247 332 374 457
008465.jpg,26 18 497 498
008466.jpg,120 211 229 441
008467.jpg,11 178 485 374
008468.jpg,121 50 196 171
008470.jpg,174 150 374 499
008475.jpg,194 138 350 382
008477.jpg,62 258 357 499
008478.jpg,137 93 305 421
008482.jpg,151 167 239 403
008483.jpg,136 201 185 347
008495.jpg,100 215 260 425
008506.jpg,48 88 290 456
008517.jpg,1 0 332 344
008523.jpg,0 0 321 322
008529.jpg,195 108 438 276
008530.jpg,31 0 332 326
008533.jpg,27 3 423 480
008536.jpg,305 154 377 194
008549.jpg,28 98 308 439
008550.jpg,106 54 323 376
008558.jpg,107 283 327 474
008559.jpg,65 102 499 332
008568.jpg,88 227 283 499
008581.jpg,166 0 494 233
008585.jpg,0 0 333 498
008587.jpg,83 162 374 499
008588.jpg,236 288 281 311
008595.jpg,1 164 332 499
008596.jpg,71 119 289 265
008602.jpg,77 275 374 499
008610.jpg,72 185 290 336
008615.jpg,169 49 208 117
008617.jpg,51 44 374 319
008618.jpg,0 0 329 163
008628.jpg,0 0 405 249
008633.jpg,4 1 243 195
008645.jpg,152 209 307 299
008655.jpg,176 100 306 252
008663.jpg,105 0 327 495
008665.jpg,14 56 324 451
008670.jpg,114 55 262 253
008676.jpg,142 251 326 342
008688.jpg,0 1 324 499
008690.jpg,13 146 266 336
008691.jpg,139 0 212 453
008699.jpg,134 147 364 393
008702.jpg,95 30 345 488
008706.jpg,161 223 257 283
008710.jpg,49 137 248 322
008720.jpg,234 92 385 249
008723.jpg,65 4 251 467
008725.jpg,115 14 240 265
008727.jpg,248 2 499 374
008731.jpg,92 149 277 254
008732.jpg,196 100 394 222
008738.jpg,136 0 331 356
008741.jpg,3 3 498 373
008744.jpg,179 130 382 269
008748.jpg,326 117 452 203
008750.jpg,80 23 303 478
008755.jpg,2 210 330 407
008756.jpg,120 209 173 288
008757.jpg,81 48 289 420
008760.jpg,212 0 374 262
008764.jpg,37 99 324 339
008768.jpg,123 0 314 246
008770.jpg,105 184 189 336
008771.jpg,103 61 202 432
008776.jpg,37 159 313 295
008783.jpg,237 149 372 478
008784.jpg,130 323 169 381
008790.jpg,168 0 229 212
008794.jpg,95 80 311 499
008806.jpg,172 417 244 441
008809.jpg,39 37 220 442
008811.jpg,55 2 374 499
008813.jpg,28 317 367 478
008814.jpg,199 126 319 361
008815.jpg,29 1 363 229
008819.jpg,78 130 449 293
008838.jpg,44 121 277 333
008840.jpg,1 138 257 424
008841.jpg,242 177 374 248
008847.jpg,44 114 269 291
008856.jpg,2 49 374 499
008862.jpg,89 111 319 230
008865.jpg,186 154 333 499
008872.jpg,125 129 269 243
008878.jpg,137 172 195 382
008879.jpg,66 126 374 374
008883.jpg,219 154 284 317
008885.jpg,41 0 495 349
008886.jpg,0 10 200 228
008891.jpg,101 149 235 461
008900.jpg,52 0 207 499
008905.jpg,81 1 297 499
008909.jpg,60 21 307 485
008920.jpg,66 60 283 229
008923.jpg,30 14 175 365
008926.jpg,97 230 312 369
008929.jpg,56 0 239 440
008930.jpg,58 1 499 374
008932.jpg,91 138 374 229
008933.jpg,229 79 400 247
008936.jpg,213 91 340 209
008939.jpg,232 408 311 499
008944.jpg,0 0 499 442
008948.jpg,158 2 322 181
008958.jpg,34 49 358 499
008960.jpg,182 439 269 485
008961.jpg,77 0 406 268
008962.jpg,38 85 214 134
008966.jpg,26 127 302 499
008967.jpg,14 228 330 378
008968.jpg,49 85 331 442
008969.jpg,109 42 374 467
008970.jpg,80 251 241 370
008971.jpg,47 82 243 461
008973.jpg,42 270 278 443
008975.jpg,173 159 358 349
008978.jpg,145 211 357 490
008979.jpg,40 35 350 442
008980.jpg,57 52 427 371
008985.jpg,8 2 495 313
008987.jpg,155 92 311 287
008988.jpg,94 1 328 374
008989.jpg,181 198 249 235
008995.jpg,380 30 438 120
008999.jpg,42 247 174 283
009000.jpg,161 366 237 474
009004.jpg,59 39 316 453
009005.jpg,62 241 352 380
009016.jpg,2 183 451 333
009018.jpg,92 4 312 350
009020.jpg,101 162 273 401
009027.jpg,75 180 182 237
009029.jpg,45 48 146 279
009032.jpg,68 26 261 206
009036.jpg,131 302 386 474
009042.jpg,91 115 193 405
009045.jpg,81 0 374 499
009049.jpg,78 50 326 358
009058.jpg,0 0 286 483
009059.jpg,84 96 186 313
009063.jpg,123 259 175 391
009066.jpg,94 97 350 466
009068.jpg,204 0 343 282
009073.jpg,62 377 374 499
009078.jpg,247 113 337 390
009080.jpg,77 78 187 173
009086.jpg,33 30 280 499
009098.jpg,2 5 499 417
009099.jpg,127 145 333 285
009100.jpg,191 252 305 398
009106.jpg,104 0 339 355
009108.jpg,0 264 351 416
009114.jpg,25 65 190 241
009117.jpg,26 187 372 499
009121.jpg,133 159 230 303
009123.jpg,171 22 374 351
009136.jpg,68 113 374 357
009144.jpg,46 48 344 473
009148.jpg,53 89 255 205
009153.jpg,106 2 499 374
009160.jpg,141 176 316 392
009161.jpg,178 18 316 422
009166.jpg,17 195 279 293
009173.jpg,0 166 127 374
009175.jpg,176 247 339 434
009181.jpg,31 37 449 305
009184.jpg,2 0 333 445
009185.jpg,63 139 321 432
009191.jpg,22 28 324 486
009196.jpg,1 0 286 499
009197.jpg,92 103 356 466
009200.jpg,238 239 373 334
009205.jpg,46 0 250 490
009208.jpg,42 0 304 248
009209.jpg,104 138 212 273
009214.jpg,222 145 374 467
009215.jpg,149 77 372 401
009218.jpg,59 2 499 373
009227.jpg,82 71 223 162
009230.jpg,99 0 374 360
009238.jpg,6 61 332 499
009242.jpg,96 75 260 484
009245.jpg,95 16 329 287
009251.jpg,22 179 305 308
009252.jpg,199 39 368 499
009255.jpg,4 11 196 247
009259.jpg,120 166 231 338
009269.jpg,166 99 326 403
009270.jpg,2 4 332 403
009271.jpg,103 200 286 386
009272.jpg,68 13 218 486
009283.jpg,244 0 369 106
009285.jpg,60 2 343 432
009287.jpg,64 254 269 499
009288.jpg,63 71 250 126
009289.jpg,14 81 332 426
009290.jpg,56 50 265 290
009295.jpg,103 42 374 306
009296.jpg,154 124 374 205
009299.jpg,223 87 332 499
009306.jpg,73 48 443 371
009307.jpg,12 6 366 399
009308.jpg,0 0 285 499
009316.jpg,86 287 374 499
009318.jpg,57 31 333 437
009324.jpg,49 0 330 301
009325.jpg,0 117 148 261
009327.jpg,78 116 402 257
009333.jpg,85 99 237 311
009336.jpg,77 60 327 395
009339.jpg,21 105 318 459
009342.jpg,3 74 286 170
009343.jpg,8 166 326 418
009358.jpg,235 281 296 361
009359.jpg,169 45 280 282
009362.jpg,32 31 331 177
009365.jpg,141 230 200 297
009377.jpg,18 56 335 416
009386.jpg,1 2 373 408
009388.jpg,264 233 374 416
009389.jpg,116 118 363 499
009392.jpg,193 409 330 499
009393.jpg,1 294 371 456
009394.jpg,1 2 253 499
009398.jpg,3 0 332 421
009406.jpg,19 18 265 488
009407.jpg,122 24 479 321
009409.jpg,131 0 262 90
009410.jpg,2 9 374 456
009411.jpg,111 61 334 462
009413.jpg,8 251 360 499
009417.jpg,93 237 219 329
009418.jpg,61 206 332 499
009419.jpg,67 51 194 133
009420.jpg,233 0 374 403
009421.jpg,138 116 358 252
009422.jpg,1 1 324 480
009424.jpg,102 49 328 421
009429.jpg,196 204 239 315
009432.jpg,89 4 259 496
009434.jpg,81 15 300 481
009446.jpg,46 14 297 251
009458.jpg,12 112 109 201
009460.jpg,48 2 372 376
009463.jpg,173 0 329 138
009465.jpg,36 14 334 389
009466.jpg,219 156 435 397
009469.jpg,111 35 321 481
009476.jpg,113 46 277 478
009488.jpg,88 123 403 333
009490.jpg,86 0 482 209
009491.jpg,137 100 278 347
009496.jpg,64 11 318 478
009497.jpg,105 96 373 298
009499.jpg,0 2 499 305
009504.jpg,50 136 441 394
009508.jpg,317 174 384 227
009512.jpg,142 1 499 190
009515.jpg,194 65 230 134
009516.jpg,61 16 499 374
009518.jpg,42 124 355 411
009520.jpg,74 269 358 495
009523.jpg,149 124 251 230
009524.jpg,83 315 192 375
009526.jpg,313 174 499 374
009528.jpg,66 85 321 488
009537.jpg,9 7 220 499
009541.jpg,268 100 422 240
009542.jpg,16 7 331 250
009545.jpg,28 174 332 499
009549.jpg,61 2 374 377
009551.jpg,125 213 358 425
009557.jpg,215 115 364 180
009562.jpg,37 15 471 354
009566.jpg,149 145 231 303
009573.jpg,46 154 290 431
009576.jpg,128 190 216 350
009577.jpg,159 83 374 494
009579.jpg,1 19 499 374
009584.jpg,173 322 357 486
009585.jpg,9 0 374 254
009587.jpg,0 2 336 499
009596.jpg,113 163 218 290
009600.jpg,75 141 293 334
009605.jpg,17 88 368 457
009609.jpg,89 212 174 399
009613.jpg,252 10 382 115
009614.jpg,112 240 254 428
009615.jpg,88 16 234 489
009618.jpg,229 182 310 304
009621.jpg,0 0 475 411
009623.jpg,51 148 231 453
009629.jpg,164 224 188 362
009634.jpg,125 267 371 358
009637.jpg,99 281 166 499
009638.jpg,2 95 374 499
009644.jpg,77 35 302 480
009650.jpg,35 20 417 345
009654.jpg,82 0 499 295
009656.jpg,155 180 344 323
009659.jpg,10 80 369 370
009664.jpg,0 110 499 319
009666.jpg,0 0 499 305
009668.jpg,18 0 374 320
009671.jpg,205 252 283 443
009679.jpg,7 84 100 155
009684.jpg,63 56 374 379
009691.jpg,186 0 332 496
009693.jpg,14 98 356 308
009702.jpg,60 197 104 277
009703.jpg,168 5 308 119
009707.jpg,129 78 248 273
009709.jpg,1 131 494 270
009713.jpg,56 113 343 405
009717.jpg,205 262 332 424
009718.jpg,193 1 251 296
009721.jpg,149 24 473 244
009729.jpg,60 103 258 372
009733.jpg,3 74 318 478
009734.jpg,96 119 262 352
009735.jpg,364 53 428 99
009749.jpg,288 208 445 294
009755.jpg,127 133 331 499
009756.jpg,81 117 315 419
009762.jpg,151 36 205 152
009763.jpg,31 41 317 333
009774.jpg,3 26 389 477
009776.jpg,122 38 356 403
009789.jpg,51 231 350 499
009790.jpg,39 10 212 478
009792.jpg,198 150 342 373
009797.jpg,109 221 311 395
009800.jpg,160 401 459 499
009805.jpg,132 96 275 391
009807.jpg,60 190 331 473
009808.jpg,42 17 481 290
009810.jpg,60 22 258 467
009813.jpg,131 184 283 499
009825.jpg,279 89 358 143
009828.jpg,4 78 499 285
009830.jpg,17 42 314 400
009832.jpg,10 276 349 499
009834.jpg,74 87 279 448
009839.jpg,158 159 278 368
009842.jpg,0 179 331 400
009845.jpg,88 156 279 375
009848.jpg,200 54 359 305
009851.jpg,135 90 266 248
009852.jpg,120 152 374 481
009855.jpg,31 106 279 499
009859.jpg,39 109 332 343
009860.jpg,24 64 354 489
009867.jpg,27 0 374 308
009868.jpg,138 72 414 233
009869.jpg,5 2 374 352
009872.jpg,307 113 373 274
009874.jpg,157 115 479 237
009877.jpg,101 2 499 288
009878.jpg,118 73 348 373
009879.jpg,163 397 226 497
009882.jpg,154 13 371 282
009884.jpg,77 84 374 399
009887.jpg,260 221 315 264
009896.jpg,133 138 322 371
009904.jpg,342 71 388 159
009911.jpg,136 74 264 416
009918.jpg,0 0 329 267
009920.jpg,212 8 418 320
009926.jpg,5 297 358 489
009938.jpg,54 136 339 319
009940.jpg,132 134 374 364
009942.jpg,8 1 331 364
009944.jpg,119 86 290 328
009945.jpg,198 91 228 131
009949.jpg,89 24 311 426
009959.jpg,141 191 186 329
009961.jpg,3 68 344 391
